         #Time  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM  Core     P_PKG     P_PP0    P_DRAM
 1502285561.99     0     38.32      0.00      4.38     1     38.32      0.00      4.38     2     38.32      0.00      4.38     3     38.32      0.00      4.38     4     38.32      0.00      4.38     5     38.32      0.00      4.38     6     38.32      0.00      4.38     7     38.32      0.00      4.38     8     38.32      0.00      4.38     9     38.69      0.00      4.38    10     38.69      0.00      4.38    11     38.69      0.00      4.42    12     36.69      0.00      4.74    13     36.69      0.00      4.74    14     36.69      0.00      4.74    15     36.69      0.00      4.74    16     36.69      0.00      4.74    17     36.69      0.00      4.74    18     36.69      0.00      4.74    19     36.69      0.00      4.74    20     36.69      0.00      4.74    21     36.69      0.00      4.74    22     36.32      0.00      4.74    23     36.32      0.00      4.69
 1502285562.09     0     38.71      0.00      4.42     1     38.71      0.00      4.42     2     38.71      0.00      4.42     3     38.71      0.00      4.42     4     38.71      0.00      4.42     5     38.71      0.00      4.42     6     38.71      0.00      4.42     7     38.71      0.00      4.42     8     38.71      0.00      4.42     9     38.35      0.00      4.42    10     38.35      0.00      4.42    11     38.35      0.00      4.37    12     36.26      0.00      4.66    13     36.26      0.00      4.66    14     36.26      0.00      4.66    15     36.26      0.00      4.66    16     36.26      0.00      4.66    17     36.26      0.00      4.66    18     36.26      0.00      4.66    19     36.26      0.00      4.66    20     36.26      0.00      4.66    21     36.26      0.00      4.66    22     36.26      0.00      4.66    23     36.26      0.00      4.66
 1502285562.19     0     38.30      0.00      4.37     1     38.30      0.00      4.37     2     38.30      0.00      4.37     3     38.30      0.00      4.37     4     38.30      0.00      4.37     5     38.30      0.00      4.37     6     38.30      0.00      4.37     7     38.30      0.00      4.37     8     38.30      0.00      4.37     9     38.30      0.00      4.37    10     38.30      0.00      4.37    11     38.30      0.00      4.37    12     36.30      0.00      4.66    13     36.30      0.00      4.66    14     36.30      0.00      4.66    15     36.30      0.00      4.66    16     36.30      0.00      4.66    17     36.30      0.00      4.66    18     36.30      0.00      4.66    19     36.30      0.00      4.66    20     36.30      0.00      4.66    21     36.30      0.00      4.66    22     36.30      0.00      4.66    23     36.30      0.00      4.66
 1502285562.29     0     38.33      0.00      4.37     1     38.33      0.00      4.37     2     38.33      0.00      4.37     3     38.33      0.00      4.37     4     38.33      0.00      4.37     5     38.33      0.00      4.37     6     38.33      0.00      4.37     7     38.33      0.00      4.37     8     38.33      0.00      4.37     9     38.33      0.00      4.37    10     38.33      0.00      4.37    11     38.33      0.00      4.37    12     36.71      0.00      4.73    13     36.71      0.00      4.73    14     36.71      0.00      4.73    15     36.71      0.00      4.73    16     36.71      0.00      4.73    17     36.71      0.00      4.73    18     36.71      0.00      4.73    19     36.71      0.00      4.73    20     36.71      0.00      4.73    21     36.71      0.00      4.73    22     36.71      0.00      4.73    23     36.71      0.00      4.73
 1502285562.39     0     38.69      0.00      4.41     1     38.69      0.00      4.41     2     38.69      0.00      4.41     3     38.70      0.00      4.41     4     38.70      0.00      4.41     5     38.70      0.00      4.41     6     38.70      0.00      4.41     7     38.70      0.00      4.41     8     38.70      0.00      4.41     9     38.70      0.00      4.41    10     38.70      0.00      4.41    11     38.70      0.00      4.41    12     36.31      0.00      4.70    13     36.31      0.00      4.70    14     36.31      0.00      4.70    15     36.31      0.00      4.70    16     36.31      0.00      4.70    17     36.31      0.00      4.70    18     36.31      0.00      4.70    19     36.31      0.00      4.70    20     36.31      0.00      4.70    21     36.31      0.00      4.70    22     36.31      0.00      4.70    23     36.31      0.00      4.70
 1502285562.49     0     38.36      0.00      4.44     1     38.36      0.00      4.44     2     38.36      0.00      4.44     3     38.36      0.00      4.44     4     38.36      0.00      4.44     5     38.36      0.00      4.44     6     38.36      0.00      4.44     7     38.36      0.00      4.44     8     38.36      0.00      4.44     9     38.36      0.00      4.44    10     38.36      0.00      4.44    11     38.36      0.00      4.44    12     36.30      0.00      4.67    13     36.30      0.00      4.67    14     36.30      0.00      4.67    15     36.30      0.00      4.67    16     36.30      0.00      4.67    17     36.30      0.00      4.67    18     36.30      0.00      4.67    19     36.30      0.00      4.67    20     36.30      0.00      4.67    21     36.30      0.00      4.67    22     36.30      0.00      4.67    23     36.30      0.00      4.67
 1502285562.59     0     38.33      0.00      4.80     1     38.33      0.00      4.80     2     38.33      0.00      4.80     3     38.33      0.00      4.80     4     38.33      0.00      4.80     5     38.33      0.00      4.80     6     38.33      0.00      4.80     7     38.33      0.00      4.80     8     38.33      0.00      4.80     9     38.33      0.00      4.80    10     38.33      0.00      4.80    11     38.33      0.00      4.80    12     36.29      0.00      4.68    13     36.29      0.00      4.68    14     36.29      0.00      4.68    15     36.67      0.00      4.68    16     36.67      0.00      4.73    17     36.66      0.00      4.73    18     36.66      0.00      4.73    19     36.66      0.00      4.73    20     36.66      0.00      4.73    21     36.66      0.00      4.73    22     36.66      0.00      4.73    23     36.66      0.00      4.73
 1502285562.69     0     38.34      0.00      4.42     1     38.34      0.00      4.42     2     38.34      0.00      4.42     3     38.34      0.00      4.42     4     38.34      0.00      4.42     5     38.34      0.00      4.42     6     38.34      0.00      4.42     7     38.34      0.00      4.42     8     38.34      0.00      4.42     9     38.34      0.00      4.42    10     38.34      0.00      4.42    11     38.34      0.00      4.42    12     36.67      0.00      4.78    13     36.67      0.00      4.78    14     36.67      0.00      4.78    15     36.30      0.00      4.78    16     36.30      0.00      4.74    17     36.30      0.00      4.74    18     36.30      0.00      4.74    19     36.30      0.00      4.74    20     36.30      0.00      4.74    21     36.30      0.00      4.74    22     36.30      0.00      4.74    23     36.30      0.00      4.74
 1502285562.79     0     38.71      0.00      4.42     1     38.71      0.00      4.42     2     38.71      0.00      4.42     3     38.71      0.00      4.42     4     38.71      0.00      4.42     5     38.71      0.00      4.42     6     38.71      0.00      4.42     7     38.71      0.00      4.42     8     38.71      0.00      4.42     9     38.71      0.00      4.42    10     38.71      0.00      4.42    11     38.71      0.00      4.42    12     36.31      0.00      5.13    13     36.31      0.00      5.13    14     36.31      0.00      5.13    15     36.31      0.00      5.13    16     36.31      0.00      5.13    17     36.31      0.00      5.13    18     36.31      0.00      5.13    19     36.31      0.00      5.13    20     36.31      0.00      5.13    21     36.31      0.00      5.13    22     36.31      0.00      5.13    23     36.31      0.00      5.13
 1502285562.89     0     38.39      0.00      4.37     1     38.39      0.00      4.37     2     38.39      0.00      4.37     3     38.39      0.00      4.37     4     38.39      0.00      4.37     5     38.39      0.00      4.37     6     38.39      0.00      4.37     7     38.39      0.00      4.37     8     38.39      0.00      4.37     9     38.39      0.00      4.37    10     38.39      0.00      4.37    11     38.39      0.00      4.37    12     36.31      0.00      4.81    13     36.31      0.00      4.81    14     36.31      0.00      4.81    15     36.31      0.00      4.81    16     36.68      0.00      4.81    17     36.68      0.00      4.86    18     36.68      0.00      4.86    19     36.68      0.00      4.86    20     36.68      0.00      4.86    21     36.68      0.00      4.86    22     36.68      0.00      4.86    23     36.68      0.00      4.86
 1502285562.99     0     38.29      0.00      4.38     1     38.29      0.00      4.38     2     38.29      0.00      4.38     3     38.29      0.00      4.38     4     38.29      0.00      4.38     5     38.29      0.00      4.38     6     38.29      0.00      4.38     7     38.29      0.00      4.38     8     38.29      0.00      4.38     9     38.70      0.00      4.38    10     38.70      0.00      4.40    11     38.70      0.00      4.43    12     36.69      0.00      4.72    13     36.69      0.00      4.72    14     36.69      0.00      4.72    15     36.69      0.00      4.72    16     36.32      0.00      4.72    17     36.32      0.00      4.67    18     36.32      0.00      4.67    19     36.32      0.00      4.67    20     36.32      0.00      4.67    21     36.32      0.00      4.67    22     36.32      0.00      4.67    23     36.32      0.00      4.67
 1502285563.09     0     38.71      0.00      4.41     1     38.71      0.00      4.41     2     38.71      0.00      4.41     3     38.71      0.00      4.41     4     38.71      0.00      4.41     5     38.70      0.00      4.41     6     38.70      0.00      4.41     7     38.70      0.00      4.41     8     38.70      0.00      4.41     9     38.30      0.00      4.41    10     38.30      0.00      4.39    11     38.30      0.00      4.37    12     36.31      0.00      4.70    13     36.30      0.00      4.70    14     36.30      0.00      4.70    15     36.30      0.00      4.70    16     36.30      0.00      4.70    17     36.30      0.00      4.70    18     36.30      0.00      4.70    19     36.30      0.00      4.70    20     36.30      0.00      4.70    21     36.30      0.00      4.70    22     36.30      0.00      4.70    23     36.31      0.00      4.70
 1502285563.19     0     38.36      0.00      4.37     1     38.36      0.00      4.37     2     38.36      0.00      4.37     3     38.36      0.00      4.37     4     38.36      0.00      4.37     5     38.36      0.00      4.37     6     38.36      0.00      4.37     7     38.36      0.00      4.37     8     38.36      0.00      4.37     9     38.36      0.00      4.37    10     38.36      0.00      4.37    11     38.36      0.00      4.37    12     36.38      0.00      4.68    13     36.38      0.00      4.68    14     36.38      0.00      4.68    15     36.38      0.00      4.68    16     36.38      0.00      4.68    17     36.68      0.00      4.68    18     36.68      0.00      4.73    19     36.68      0.00      4.73    20     36.68      0.00      4.73    21     36.68      0.00      4.73    22     36.68      0.00      4.73    23     36.68      0.00      4.73
 1502285563.29     0     38.31      0.00      4.38     1     38.31      0.00      4.38     2     38.31      0.00      4.38     3     38.31      0.00      4.38     4     38.31      0.00      4.38     5     38.31      0.00      4.38     6     38.31      0.00      4.38     7     38.31      0.00      4.38     8     38.31      0.00      4.38     9     38.31      0.00      4.38    10     38.31      0.00      4.38    11     38.31      0.00      4.38    12     36.66      0.00      4.72    13     36.66      0.00      4.72    14     36.66      0.00      4.72    15     36.66      0.00      4.72    16     36.66      0.00      4.72    17     36.36      0.00      4.72    18     36.36      0.00      4.68    19     36.36      0.00      4.68    20     36.36      0.00      4.67    21     36.36      0.00      4.67    22     36.36      0.00      4.67    23     36.36      0.00      4.67
 1502285563.39     0     38.76      0.00      4.42     1     38.76      0.00      4.42     2     38.76      0.00      4.42     3     38.76      0.00      4.42     4     38.76      0.00      4.42     5     38.76      0.00      4.42     6     38.76      0.00      4.42     7     38.76      0.00      4.42     8     38.76      0.00      4.42     9     38.76      0.00      4.42    10     38.76      0.00      4.42    11     38.76      0.00      4.42    12     36.32      0.00      4.67    13     36.32      0.00      4.67    14     36.32      0.00      4.67    15     36.32      0.00      4.67    16     36.32      0.00      4.67    17     36.32      0.00      4.67    18     36.32      0.00      4.67    19     36.32      0.00      4.67    20     36.32      0.00      4.67    21     36.32      0.00      4.67    22     36.32      0.00      4.67    23     36.32      0.00      4.67
 1502285563.49     0     38.33      0.00      4.33     1     38.33      0.00      4.33     2     38.33      0.00      4.33     3     38.33      0.00      4.33     4     38.33      0.00      4.33     5     38.33      0.00      4.33     6     38.33      0.00      4.33     7     38.33      0.00      4.33     8     38.33      0.00      4.33     9     38.33      0.00      4.33    10     38.33      0.00      4.33    11     38.33      0.00      4.33    12     36.31      0.00      4.67    13     36.31      0.00      4.67    14     36.31      0.00      4.67    15     36.31      0.00      4.67    16     36.31      0.00      4.67    17     36.31      0.00      4.67    18     36.31      0.00      4.67    19     36.31      0.00      4.67    20     36.31      0.00      4.67    21     36.31      0.00      4.67    22     36.31      0.00      4.67    23     36.31      0.00      4.67
 1502285563.59     0     38.39      0.00      4.61     1     38.39      0.00      4.61     2     38.39      0.00      4.61     3     38.39      0.00      4.61     4     38.38      0.00      4.61     5     38.38      0.00      4.61     6     38.38      0.00      4.61     7     38.38      0.00      4.61     8     38.38      0.00      4.61     9     38.38      0.00      4.61    10     38.38      0.00      4.61    11     38.38      0.00      4.61    12     36.65      0.00      4.73    13     36.65      0.00      4.73    14     36.65      0.00      4.73    15     36.65      0.00      4.73    16     36.65      0.00      4.73    17     36.65      0.00      4.73    18     36.65      0.00      4.73    19     36.65      0.00      4.73    20     36.65      0.00      4.73    21     36.65      0.00      4.73    22     36.66      0.00      4.73    23     36.66      0.00      4.73
 1502285563.69     0     38.73      0.00      4.70     1     38.73      0.00      4.70     2     38.73      0.00      4.70     3     38.73      0.00      4.70     4     38.73      0.00      4.70     5     38.73      0.00      4.70     6     38.73      0.00      4.70     7     38.73      0.00      4.70     8     38.73      0.00      4.70     9     38.73      0.00      4.70    10     38.73      0.00      4.70    11     38.73      0.00      4.70    12     36.28      0.00      4.69    13     36.28      0.00      4.69    14     36.28      0.00      4.69    15     36.28      0.00      4.69    16     36.28      0.00      4.69    17     36.28      0.00      4.69    18     36.28      0.00      4.69    19     36.28      0.00      4.69    20     36.28      0.00      4.69    21     36.28      0.00      4.69    22     36.28      0.00      4.69    23     36.28      0.00      4.69
 1502285563.80     0     38.33      0.00      4.37     1     38.33      0.00      4.37     2     38.33      0.00      4.37     3     38.33      0.00      4.37     4     38.33      0.00      4.37     5     38.33      0.00      4.37     6     38.33      0.00      4.37     7     38.33      0.00      4.37     8     38.33      0.00      4.37     9     38.33      0.00      4.37    10     38.33      0.00      4.37    11     38.33      0.00      4.37    12     36.29      0.00      4.93    13     36.29      0.00      4.93    14     36.29      0.00      4.93    15     36.29      0.00      4.93    16     36.29      0.00      4.93    17     36.29      0.00      4.93    18     36.29      0.00      4.93    19     36.29      0.00      4.93    20     36.29      0.00      4.93    21     36.29      0.00      4.93    22     36.29      0.00      4.93    23     36.29      0.00      4.93
 1502285563.90     0     38.33      0.00      4.37     1     38.33      0.00      4.37     2     38.33      0.00      4.37     3     38.33      0.00      4.37     4     38.33      0.00      4.37     5     38.33      0.00      4.37     6     38.33      0.00      4.37     7     38.33      0.00      4.37     8     38.33      0.00      4.37     9     38.33      0.00      4.37    10     38.33      0.00      4.37    11     38.33      0.00      4.37    12     36.26      0.00      5.10    13     36.26      0.00      5.10    14     36.26      0.00      5.10    15     36.63      0.00      5.14    16     36.63      0.00      5.14    17     36.63      0.00      5.14    18     36.63      0.00      5.14    19     36.63      0.00      5.14    20     36.63      0.00      5.14    21     36.63      0.00      5.14    22     36.63      0.00      5.14    23     36.63      0.00      5.14
 1502285564.00     0     38.27      0.00      4.38     1     38.27      0.00      4.38     2     38.27      0.00      4.38     3     38.27      0.00      4.38     4     38.27      0.00      4.38     5     38.65      0.00      4.38     6     38.65      0.00      4.43     7     38.65      0.00      4.43     8     38.65      0.00      4.43     9     38.65      0.00      4.43    10     38.65      0.00      4.43    11     38.65      0.00      4.43    12     36.64      0.00      4.76    13     36.64      0.00      4.76    14     36.64      0.00      4.76    15     36.27      0.00      4.72    16     36.27      0.00      4.72    17     36.27      0.00      4.72    18     36.27      0.00      4.72    19     36.27      0.00      4.72    20     36.27      0.00      4.72    21     36.27      0.00      4.72    22     36.27      0.00      4.72    23     36.27      0.00      4.72
 1502285564.10     0     38.74      0.00      4.41     1     38.74      0.00      4.41     2     38.74      0.00      4.41     3     38.74      0.00      4.41     4     38.74      0.00      4.41     5     38.36      0.00      4.41     6     38.36      0.00      4.36     7     38.35      0.00      4.36     8     38.35      0.00      4.36     9     38.35      0.00      4.36    10     38.35      0.00      4.36    11     38.35      0.00      4.36    12     36.26      0.00      4.66    13     36.26      0.00      4.66    14     36.26      0.00      4.66    15     36.26      0.00      4.66    16     36.26      0.00      4.66    17     36.26      0.00      4.66    18     36.26      0.00      4.66    19     36.26      0.00      4.66    20     36.26      0.00      4.66    21     36.26      0.00      4.66    22     36.26      0.00      4.66    23     36.26      0.00      4.66
 1502285564.20     0     38.32      0.00      4.37     1     38.32      0.00      4.37     2     38.32      0.00      4.37     3     38.32      0.00      4.37     4     38.32      0.00      4.37     5     38.32      0.00      4.37     6     38.32      0.00      4.37     7     38.33      0.00      4.37     8     38.33      0.00      4.37     9     38.33      0.00      4.37    10     38.33      0.00      4.37    11     38.33      0.00      4.37    12     36.24      0.00      4.69    13     36.24      0.00      4.69    14     36.24      0.00      4.69    15     36.24      0.00      4.69    16     36.24      0.00      4.69    17     36.24      0.00      4.69    18     36.24      0.00      4.69    19     36.24      0.00      4.69    20     36.24      0.00      4.69    21     36.24      0.00      4.69    22     36.61      0.00      4.69    23     36.61      0.00      4.74
 1502285564.30     0     38.31      0.00      4.38     1     38.31      0.00      4.38     2     38.31      0.00      4.38     3     38.31      0.00      4.38     4     38.31      0.00      4.38     5     38.31      0.00      4.38     6     38.31      0.00      4.38     7     38.31      0.00      4.38     8     38.31      0.00      4.38     9     38.31      0.00      4.38    10     38.69      0.00      4.38    11     38.69      0.00      4.42    12     36.65      0.00      4.72    13     36.65      0.00      4.72    14     36.65      0.00      4.72    15     36.65      0.00      4.72    16     36.65      0.00      4.72    17     36.65      0.00      4.72    18     36.65      0.00      4.72    19     36.65      0.00      4.72    20     36.65      0.00      4.72    21     36.65      0.00      4.72    22     36.28      0.00      4.72    23     36.28      0.00      4.68
 1502285564.40     0     38.70      0.00      4.42     1     38.70      0.00      4.42     2     38.70      0.00      4.42     3     38.70      0.00      4.42     4     38.70      0.00      4.42     5     38.70      0.00      4.42     6     38.70      0.00      4.42     7     38.70      0.00      4.42     8     38.70      0.00      4.42     9     38.70      0.00      4.42    10     38.31      0.00      4.42    11     38.31      0.00      4.38    12     36.27      0.00      4.67    13     36.27      0.00      4.67    14     36.27      0.00      4.67    15     36.27      0.00      4.67    16     36.27      0.00      4.67    17     36.27      0.00      4.67    18     36.27      0.00      4.67    19     36.27      0.00      4.67    20     36.27      0.00      4.67    21     36.27      0.00      4.67    22     36.27      0.00      4.67    23     36.27      0.00      4.67
 1502285564.50     0     38.32      0.00      4.37     1     38.32      0.00      4.37     2     38.32      0.00      4.37     3     38.32      0.00      4.37     4     38.32      0.00      4.37     5     38.32      0.00      4.37     6     38.32      0.00      4.37     7     38.32      0.00      4.37     8     38.32      0.00      4.37     9     38.32      0.00      4.37    10     38.32      0.00      4.37    11     38.32      0.00      4.37    12     36.28      0.00      4.70    13     36.28      0.00      4.70    14     36.28      0.00      4.70    15     36.28      0.00      4.70    16     36.28      0.00      4.70    17     36.28      0.00      4.70    18     36.28      0.00      4.70    19     36.28      0.00      4.70    20     36.28      0.00      4.70    21     36.28      0.00      4.70    22     36.28      0.00      4.70    23     36.28      0.00      4.70
 1502285564.60     0     38.35      0.00      4.38     1     38.35      0.00      4.38     2     38.35      0.00      4.38     3     38.35      0.00      4.38     4     38.35      0.00      4.38     5     38.35      0.00      4.38     6     38.35      0.00      4.38     7     38.35      0.00      4.38     8     38.35      0.00      4.38     9     38.35      0.00      4.38    10     38.34      0.00      4.38    11     38.34      0.00      4.38    12     36.67      0.00      4.75    13     36.67      0.00      4.75    14     36.67      0.00      4.75    15     36.67      0.00      4.75    16     36.67      0.00      4.75    17     36.67      0.00      4.75    18     36.67      0.00      4.75    19     36.67      0.00      4.75    20     36.67      0.00      4.75    21     36.67      0.00      4.75    22     36.67      0.00      4.75    23     36.67      0.00      4.75
 1502285564.70     0     38.71      0.00      4.79     1     38.71      0.00      4.79     2     38.71      0.00      4.79     3     38.71      0.00      4.79     4     38.71      0.00      4.79     5     38.71      0.00      4.79     6     38.71      0.00      4.79     7     38.71      0.00      4.79     8     38.71      0.00      4.79     9     38.71      0.00      4.79    10     38.71      0.00      4.79    11     38.71      0.00      4.79    12     36.33      0.00      4.70    13     36.33      0.00      4.70    14     36.33      0.00      4.70    15     36.33      0.00      4.70    16     36.33      0.00      4.70    17     36.33      0.00      4.70    18     36.33      0.00      4.70    19     36.33      0.00      4.70    20     36.33      0.00      4.70    21     36.33      0.00      4.70    22     36.33      0.00      4.70    23     36.33      0.00      4.70
 1502285564.80     0     38.31      0.00      4.52     1     38.31      0.00      4.52     2     38.31      0.00      4.52     3     38.31      0.00      4.52     4     38.31      0.00      4.52     5     38.31      0.00      4.52     6     38.31      0.00      4.52     7     38.31      0.00      4.52     8     38.31      0.00      4.52     9     38.31      0.00      4.52    10     38.31      0.00      4.52    11     38.31      0.00      4.52    12     36.30      0.00      4.71    13     36.31      0.00      4.71    14     36.31      0.00      4.71    15     36.31      0.00      4.71    16     36.31      0.00      4.71    17     36.31      0.00      4.71    18     36.31      0.00      4.71    19     36.31      0.00      4.71    20     36.31      0.00      4.71    21     36.30      0.00      4.71    22     36.30      0.00      4.71    23     36.30      0.00      4.71
 1502285564.90     0     38.35      0.00      4.38     1     38.35      0.00      4.38     2     38.35      0.00      4.38     3     38.35      0.00      4.38     4     38.35      0.00      4.38     5     38.35      0.00      4.38     6     38.35      0.00      4.38     7     38.35      0.00      4.38     8     38.35      0.00      4.38     9     38.35      0.00      4.38    10     38.35      0.00      4.38    11     38.35      0.00      4.38    12     36.65      0.00      5.14    13     36.65      0.00      5.14    14     36.65      0.00      5.14    15     36.65      0.00      5.14    16     36.65      0.00      5.14    17     36.65      0.00      5.14    18     36.65      0.00      5.14    19     36.65      0.00      5.14    20     36.65      0.00      5.14    21     36.65      0.00      5.14    22     36.65      0.00      5.14    23     36.65      0.00      5.14
 1502285565.00     0     38.42      0.00      4.38     1     38.42      0.00      4.38     2     38.83      0.00      4.38     3     38.83      0.00      4.38     4     38.83      0.00      4.42     5     38.83      0.00      4.42     6     38.83      0.00      4.42     7     38.83      0.00      4.42     8     38.83      0.00      4.42     9     38.83      0.00      4.42    10     38.83      0.00      4.42    11     38.83      0.00      4.42    12     36.30      0.00      4.90    13     36.30      0.00      4.90    14     36.30      0.00      4.90    15     36.30      0.00      4.90    16     36.30      0.00      4.90    17     36.30      0.00      4.90    18     36.30      0.00      4.90    19     36.30      0.00      4.90    20     36.30      0.00      4.90    21     36.30      0.00      4.90    22     36.30      0.00      4.90    23     36.30      0.00      4.90
 1502285565.10     0     38.78      0.00      4.41     1     38.78      0.00      4.41     2     38.37      0.00      4.41     3     38.37      0.00      4.41     4     38.37      0.00      4.37     5     38.37      0.00      4.37     6     38.37      0.00      4.37     7     38.37      0.00      4.37     8     38.37      0.00      4.37     9     38.37      0.00      4.37    10     38.37      0.00      4.37    11     38.37      0.00      4.37    12     36.32      0.00      4.71    13     36.32      0.00      4.71    14     36.32      0.00      4.71    15     36.33      0.00      4.71    16     36.32      0.00      4.71    17     36.32      0.00      4.71    18     36.32      0.00      4.71    19     36.32      0.00      4.71    20     36.32      0.00      4.71    21     36.32      0.00      4.71    22     36.32      0.00      4.71    23     36.32      0.00      4.71
 1502285565.20     0     38.33      0.00      4.37     1     38.33      0.00      4.37     2     38.33      0.00      4.37     3     38.33      0.00      4.37     4     38.33      0.00      4.36     5     38.33      0.00      4.37     6     38.33      0.00      4.37     7     38.33      0.00      4.37     8     38.33      0.00      4.37     9     38.33      0.00      4.37    10     38.33      0.00      4.37    11     38.33      0.00      4.37    12     36.30      0.00      4.68    13     36.30      0.00      4.68    14     36.30      0.00      4.68    15     36.66      0.00      4.68    16     36.66      0.00      4.73    17     36.66      0.00      4.73    18     36.66      0.00      4.73    19     36.66      0.00      4.73    20     36.66      0.00      4.73    21     36.66      0.00      4.73    22     36.66      0.00      4.73    23     36.66      0.00      4.73
 1502285565.30     0     38.46      0.00      4.38     1     38.46      0.00      4.38     2     38.46      0.00      4.38     3     38.46      0.00      4.38     4     38.46      0.00      4.38     5     38.46      0.00      4.38     6     38.46      0.00      4.38     7     38.83      0.00      4.38     8     38.83      0.00      4.38     9     38.83      0.00      4.42    10     38.83      0.00      4.42    11     38.83      0.00      4.42    12     36.65      0.00      4.72    13     36.65      0.00      4.72    14     36.65      0.00      4.72    15     36.29      0.00      4.72    16     36.29      0.00      4.67    17     36.29      0.00      4.67    18     36.29      0.00      4.67    19     36.29      0.00      4.67    20     36.29      0.00      4.67    21     36.29      0.00      4.67    22     36.29      0.00      4.67    23     36.29      0.00      4.67
 1502285565.40     0     38.73      0.00      4.41     1     38.73      0.00      4.41     2     38.73      0.00      4.41     3     38.73      0.00      4.41     4     38.73      0.00      4.41     5     38.73      0.00      4.41     6     38.74      0.00      4.41     7     38.37      0.00      4.41     8     38.37      0.00      4.41     9     38.37      0.00      4.37    10     38.37      0.00      4.37    11     38.37      0.00      4.37    12     36.29      0.00      4.67    13     36.29      0.00      4.67    14     36.29      0.00      4.67    15     36.29      0.00      4.67    16     36.29      0.00      4.67    17     36.29      0.00      4.67    18     36.29      0.00      4.67    19     36.29      0.00      4.67    20     36.29      0.00      4.67    21     36.29      0.00      4.67    22     36.29      0.00      4.67    23     36.29      0.00      4.67
 1502285565.50     0     38.31      0.00      4.32     1     38.31      0.00      4.32     2     38.31      0.00      4.32     3     38.31      0.00      4.32     4     38.31      0.00      4.32     5     38.31      0.00      4.32     6     38.31      0.00      4.32     7     38.31      0.00      4.32     8     38.31      0.00      4.32     9     38.31      0.00      4.32    10     38.31      0.00      4.32    11     38.31      0.00      4.32    12     36.28      0.00      4.71    13     36.28      0.00      4.71    14     36.28      0.00      4.71    15     36.28      0.00      4.71    16     36.28      0.00      4.71    17     36.28      0.00      4.71    18     36.28      0.00      4.71    19     36.28      0.00      4.71    20     36.28      0.00      4.71    21     36.28      0.00      4.71    22     36.28      0.00      4.71    23     36.28      0.00      4.71
 1502285565.60     0     38.31      0.00      4.38     1     38.31      0.00      4.38     2     38.31      0.00      4.38     3     38.31      0.00      4.38     4     38.31      0.00      4.38     5     38.31      0.00      4.38     6     38.31      0.00      4.38     7     38.31      0.00      4.38     8     38.31      0.00      4.38     9     38.31      0.00      4.38    10     38.31      0.00      4.38    11     38.31      0.00      4.38    12     36.61      0.00      4.73    13     36.61      0.00      4.73    14     36.61      0.00      4.73    15     36.61      0.00      4.73    16     36.61      0.00      4.73    17     36.61      0.00      4.73    18     36.60      0.00      4.73    19     36.60      0.00      4.73    20     36.60      0.00      4.73    21     36.60      0.00      4.73    22     36.60      0.00      4.73    23     36.60      0.00      4.73
 1502285565.70     0     38.85      0.00      4.58     1     38.85      0.00      4.58     2     38.85      0.00      4.58     3     38.85      0.00      4.58     4     38.85      0.00      4.58     5     38.85      0.00      4.58     6     38.85      0.00      4.58     7     38.85      0.00      4.58     8     38.85      0.00      4.58     9     38.85      0.00      4.58    10     38.85      0.00      4.58    11     38.85      0.00      4.58    12     36.28      0.00      4.68    13     36.29      0.00      4.68    14     36.29      0.00      4.68    15     36.29      0.00      4.68    16     36.29      0.00      4.68    17     36.29      0.00      4.68    18     36.29      0.00      4.68    19     36.29      0.00      4.68    20     36.29      0.00      4.68    21     36.29      0.00      4.68    22     36.29      0.00      4.68    23     36.29      0.00      4.68
 1502285565.80     0     38.39      0.00      4.79     1     38.39      0.00      4.79     2     38.39      0.00      4.79     3     38.39      0.00      4.79     4     38.39      0.00      4.79     5     38.39      0.00      4.79     6     38.39      0.00      4.79     7     38.39      0.00      4.79     8     38.39      0.00      4.79     9     38.39      0.00      4.79    10     38.39      0.00      4.79    11     38.39      0.00      4.79    12     36.30      0.00      4.80    13     36.30      0.00      4.80    14     36.30      0.00      4.80    15     36.30      0.00      4.80    16     36.30      0.00      4.80    17     36.30      0.00      4.80    18     36.30      0.00      4.80    19     36.30      0.00      4.80    20     36.30      0.00      4.80    21     36.30      0.00      4.80    22     36.30      0.00      4.80    23     36.30      0.00      4.80
